,age,sex,race,juv_misd_count,juv_fel_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
1834,57,0,1,0,0,0,3,1,0
1835,58,1,1,0,0,0,0,0,0
1836,44,1,0,0,2,0,19,0,1
1837,28,1,0,0,0,0,1,1,0
1838,39,0,0,0,0,0,0,1,1
1839,54,1,1,0,0,0,0,1,0
1840,21,1,0,0,0,0,0,0,1
1841,43,1,1,0,0,0,0,0,0
1842,31,1,0,0,0,0,5,0,0
1843,30,1,0,1,4,0,11,1,0
1844,27,1,1,1,0,3,4,0,1
1845,28,1,0,0,0,0,0,0,1
1846,24,1,0,0,0,0,0,0,0
1847,43,1,1,0,0,0,0,0,0
1848,44,1,0,0,0,0,10,0,1
1849,51,1,0,0,0,0,4,1,0
1850,24,1,0,0,0,0,11,1,1
1851,31,1,0,0,0,0,1,1,0
1852,23,1,0,0,0,0,0,1,0
1853,26,1,0,1,2,0,8,0,1
1854,36,1,1,0,0,0,5,0,1
1855,27,1,1,0,0,0,1,1,0
1856,24,1,0,0,0,0,0,1,1
1857,66,1,1,0,0,0,0,0,0
1858,36,0,1,0,0,1,3,1,0
1859,53,1,0,0,0,0,9,1,1
1860,23,1,1,0,0,0,1,1,1
1861,22,0,0,0,0,0,0,0,1
1862,25,1,0,0,0,1,1,1,0
1863,56,1,0,0,0,0,4,1,0
1864,29,1,0,0,0,0,1,1,0
1865,29,1,1,0,0,0,10,1,1
1866,51,1,0,0,0,0,1,1,1
1867,58,0,0,0,0,0,3,0,0
1868,24,1,1,1,0,2,3,0,0
1869,22,1,0,0,0,0,0,1,1
1870,39,1,1,0,0,0,0,0,0
1871,20,1,0,0,0,0,3,1,1
1872,46,1,1,0,0,0,10,1,1
1873,38,1,1,0,0,0,1,1,1
1874,23,1,1,0,0,0,0,0,1
1875,39,1,0,0,0,0,6,1,0
1876,25,1,0,0,0,0,0,1,0
1877,31,1,0,0,0,0,19,1,1
1878,25,0,0,0,0,0,1,0,1
1879,26,1,0,0,0,0,6,1,0
1880,25,1,0,0,0,1,2,1,0
1881,37,1,1,0,0,0,11,1,1
1882,36,1,0,0,0,0,0,1,0
1883,26,1,0,0,0,0,1,1,1
1884,21,1,0,2,0,0,3,1,1
1885,35,1,0,0,0,0,7,1,1
1886,22,1,0,0,0,0,2,1,1
1887,25,1,1,0,0,0,0,1,0
1888,24,1,1,0,0,0,0,0,0
1889,36,1,0,0,0,0,0,0,0
1890,24,1,0,0,0,0,2,0,1
1891,21,1,0,0,0,1,0,1,1
1892,32,1,1,0,2,1,15,1,1
1893,33,1,0,0,0,0,2,0,1
1894,33,1,0,0,0,0,10,1,1
1895,23,0,0,0,0,0,4,0,1
1896,29,1,1,0,0,0,0,0,0
1897,50,1,1,0,0,0,8,1,0
1898,32,1,1,0,0,0,5,1,1
1899,33,1,0,0,0,0,14,1,1
1900,37,1,0,1,0,0,13,1,1
1901,27,1,0,0,0,0,9,1,1
1902,27,1,0,0,0,0,0,0,0
1903,52,0,0,0,0,0,21,1,1
1904,21,1,0,0,0,0,1,0,1
1905,58,1,0,0,0,0,1,1,0
1906,27,1,0,0,0,0,4,1,0
1907,28,1,0,0,0,0,5,1,1
1908,28,1,1,0,0,0,1,1,1
1909,31,0,1,0,0,0,0,0,0
1910,30,1,1,1,0,0,11,1,1
1911,24,1,0,0,0,0,3,0,0
1912,26,1,0,0,0,0,6,1,1
1913,43,1,1,0,0,0,0,0,0
1914,31,1,0,0,0,1,2,1,1
1915,22,1,0,0,0,0,3,1,1
1916,23,1,0,0,0,0,0,1,0
1917,42,1,1,0,0,0,0,0,0
1918,34,1,0,0,0,0,0,0,1
1919,30,1,0,3,0,0,18,0,0
1920,29,1,0,0,0,0,1,1,0
1921,38,1,1,0,0,0,2,1,1
1922,26,1,1,0,0,1,3,0,0
1923,25,0,0,0,0,0,4,1,1
1924,51,1,0,0,0,0,5,0,0
1925,36,1,0,0,0,0,0,0,0
1926,62,1,0,0,0,0,0,0,0
1927,23,1,0,0,0,0,0,1,1
1928,34,1,0,0,0,0,7,1,1
1929,35,1,0,0,0,0,1,0,0
1930,22,1,1,0,0,0,0,1,0
1931,29,1,0,0,0,0,10,0,1
1932,40,1,0,0,0,0,0,1,0
1933,36,1,0,0,0,0,2,1,0
1934,26,1,0,0,0,0,8,1,1
1935,25,1,0,0,0,0,1,1,1
1936,69,1,1,0,0,0,0,0,0
1937,27,1,0,1,0,0,1,1,0
1938,20,1,1,0,0,0,0,1,1
1939,27,1,0,0,0,0,1,1,0
1940,24,0,0,0,0,0,6,0,0
1941,42,1,1,0,0,0,0,1,0
1942,25,1,1,0,0,0,1,1,0
1943,46,1,1,0,0,0,1,1,1
1944,25,1,0,0,0,0,0,1,0
1945,22,1,0,0,0,0,0,1,0
1946,21,1,1,0,0,0,0,1,0
1947,30,1,0,0,0,0,1,0,0
1948,46,1,1,0,0,0,9,0,0
1949,26,1,0,0,0,0,2,0,0
1950,33,1,0,0,0,0,0,1,1
1951,40,1,0,0,0,0,1,0,0
1952,34,1,1,0,0,0,0,1,0
1953,22,1,1,0,0,0,1,1,1
1954,28,1,0,0,0,0,3,0,0
1955,31,1,0,0,0,0,4,0,1
1956,59,1,1,0,0,0,3,0,1
1957,37,1,0,0,0,0,0,1,0
1958,50,1,0,0,0,0,0,1,0
1959,21,0,0,0,0,0,2,1,1
1960,57,1,0,0,0,0,8,1,1
1961,31,1,0,0,0,0,5,0,0
1962,51,0,0,0,0,0,1,0,0
1963,44,1,0,0,0,0,9,1,0
1964,48,1,0,0,0,0,5,1,1
1965,25,0,1,0,0,0,0,1,0
1966,51,1,0,0,0,0,5,0,0
1967,50,1,1,0,0,0,0,1,1
1968,57,1,1,0,0,0,2,1,0
1969,55,1,1,0,0,0,0,0,0
1970,59,1,0,0,0,0,4,1,1
1971,42,0,0,0,0,0,0,1,0
1972,20,1,0,0,2,0,2,1,1
1973,58,1,0,0,0,0,16,1,0
1974,21,1,0,0,0,0,0,1,0
1975,32,1,0,0,0,0,21,1,1
1976,24,0,0,0,0,0,0,0,0
1977,42,1,0,0,0,0,1,1,0
1978,29,1,0,0,0,0,8,1,1
1979,21,1,0,0,0,0,1,1,0
1980,31,1,1,0,0,0,1,0,1
1981,56,1,0,0,0,0,8,0,0
1982,58,1,1,0,0,0,0,0,0
1983,22,1,0,0,0,1,1,1,1
1984,46,1,1,0,0,0,1,0,1
1985,50,1,1,0,0,0,0,0,1
1986,46,1,0,0,0,0,2,1,0
1987,44,0,0,1,0,0,11,1,1
1988,35,1,0,0,0,0,4,0,0
1989,30,1,0,1,0,0,14,1,1
1990,42,1,0,0,0,0,2,1,0
1991,46,1,0,0,0,0,5,1,1
1992,42,1,0,0,0,0,0,1,1
1993,37,1,0,0,0,0,12,1,0
1994,29,1,1,0,0,0,7,1,1
1995,32,1,0,0,0,1,8,1,0
1996,31,1,0,0,0,0,5,1,0
1997,33,0,0,0,0,0,1,0,0
1998,25,1,1,0,0,0,4,1,0
1999,33,0,0,0,0,0,0,0,0
2000,21,1,0,0,0,0,1,1,0
2001,64,0,1,0,0,0,7,0,0
2002,35,1,1,0,0,0,1,1,1
2003,56,1,0,0,0,0,1,1,0
2004,38,1,1,0,0,0,0,0,1
2005,40,0,0,0,0,0,4,0,0
2006,34,1,0,0,0,0,3,1,0
2007,28,1,0,0,0,1,4,1,0
2008,51,1,0,0,0,0,0,0,0
2009,35,1,0,0,0,0,2,0,0
2010,61,1,0,0,0,0,5,1,0
2011,25,1,0,0,0,0,0,1,0
2012,25,1,0,0,0,0,4,1,1
2013,26,1,0,0,0,0,0,0,0
2014,42,1,1,0,0,0,1,0,0
2015,25,0,0,0,0,0,1,1,0
2016,26,1,0,1,0,0,13,0,1
2017,31,1,0,0,0,0,9,1,0
2018,35,1,1,0,0,1,1,1,0
2019,41,0,0,0,0,0,4,1,1
2020,34,1,1,0,0,0,0,1,0
2021,46,1,1,0,0,0,5,0,0
2022,33,0,1,0,0,0,1,0,0
2023,30,1,0,0,0,1,3,1,0
2024,50,0,0,0,0,0,7,0,0
2025,21,1,0,0,0,0,0,1,0
2026,31,1,0,0,0,0,16,1,1
2027,31,1,0,0,0,0,2,1,1
2028,23,0,0,0,0,0,0,0,0
2029,25,1,0,0,0,0,1,1,0
2030,24,0,1,0,0,0,1,1,0
2031,31,1,0,0,0,0,13,0,1
2032,60,1,0,0,0,0,0,1,0
2033,30,1,0,0,0,0,2,1,0
2034,32,0,0,0,0,0,0,0,0
2035,46,1,1,0,0,0,0,0,0
2036,21,1,1,0,0,1,0,0,1
2037,28,1,0,0,4,0,6,0,0
2038,35,1,0,0,0,0,0,1,0
2039,34,1,0,0,0,0,2,1,1
2040,41,1,0,0,0,0,2,1,1
2041,40,0,0,0,0,0,7,0,0
2042,23,1,0,0,0,0,1,1,1
2043,23,1,0,0,0,0,3,1,1
2044,28,1,0,0,0,0,2,0,0
2045,21,1,0,0,0,0,0,1,1
2046,46,1,1,0,0,1,2,0,0
2047,56,1,0,0,0,0,1,1,0
2048,41,1,0,0,0,0,19,1,0
2049,40,1,0,0,0,0,8,1,1
2050,30,1,0,0,0,0,5,1,1
2051,24,1,0,0,0,0,1,0,1
2052,25,1,0,0,0,1,7,1,0
2053,33,0,1,0,0,0,0,0,0
2054,48,1,1,0,0,0,2,0,0
2055,33,1,0,0,0,0,11,1,1
2056,25,1,0,0,0,0,0,1,0
2057,25,1,1,0,0,0,6,1,1
2058,58,1,0,0,0,0,38,1,1
2059,30,1,0,1,0,1,7,1,1
2060,37,1,0,0,0,0,0,1,1
2061,43,0,1,0,0,0,7,1,0
2062,32,1,1,0,0,0,0,1,0
2063,33,1,0,0,0,0,3,1,0
2064,39,1,0,1,0,0,4,1,1
2065,49,1,1,0,0,0,4,1,0
2066,24,1,1,0,0,0,0,1,0
2067,26,1,0,0,0,0,1,1,0
2068,42,1,1,0,0,0,0,1,0
2069,22,1,0,0,0,0,1,1,1
2070,36,1,0,0,0,0,0,1,0
2071,29,1,1,0,0,1,7,0,1
2072,39,1,1,0,0,0,0,0,0
2073,27,1,0,2,0,1,13,1,1
2074,38,1,1,0,0,0,2,1,1
2075,20,1,1,0,0,0,0,1,1
2076,25,1,0,0,2,0,4,1,1
2077,53,1,1,0,0,0,0,0,0
2078,27,0,0,0,0,0,0,0,1
2079,21,1,0,0,0,0,0,1,1
2080,50,1,1,0,0,0,1,0,1
2081,41,1,0,0,0,0,4,1,0
2082,34,1,0,0,0,0,4,1,1
2083,22,1,1,0,0,2,5,1,1
2084,22,1,1,0,0,2,0,1,1
2085,25,1,0,0,0,0,2,1,0
2086,42,1,0,0,0,0,1,1,1
2087,27,0,1,0,0,0,2,1,0
2088,51,1,0,0,0,0,2,1,0
2089,33,1,0,0,0,0,23,1,1
2090,24,1,0,0,0,1,0,1,0
2091,37,1,0,0,0,0,4,1,0
2092,37,1,1,0,0,0,0,0,0
2093,27,0,0,0,0,0,0,0,0
2094,21,1,0,0,0,0,0,1,0
2095,35,1,0,0,0,0,1,1,1
2096,24,0,1,0,0,0,0,1,0
2097,21,1,0,0,1,0,1,1,0
2098,49,1,1,0,0,0,2,0,0
2099,38,1,0,0,0,0,9,1,0
2100,61,1,0,0,0,0,0,0,0
2101,30,0,0,0,0,0,0,0,0
2102,22,1,0,0,0,0,3,1,0
2103,25,1,0,0,0,0,0,1,1
2104,30,0,0,0,0,0,3,0,1
2105,52,1,1,0,0,0,0,0,0
2106,26,1,1,0,0,0,0,1,0
2107,26,1,0,0,0,0,0,0,0
2108,29,1,0,1,0,0,6,1,0
2109,45,1,1,0,0,0,9,1,1
2110,20,1,0,0,0,0,0,1,1
2111,29,1,0,0,0,0,4,1,0
2112,43,1,1,0,0,0,1,1,1
2113,26,1,1,0,0,0,2,1,0
2114,46,0,0,0,0,0,4,1,0
2115,46,0,0,0,0,0,0,1,0
2116,39,1,1,0,0,0,8,1,0
2117,29,1,0,0,0,0,12,1,1
2118,41,1,1,0,0,0,0,0,0
2119,29,1,0,0,0,1,11,1,1
2120,25,0,0,0,0,0,5,1,0
2121,23,1,0,0,1,0,2,1,0
2122,46,0,0,0,0,0,1,1,1
2123,30,1,1,0,0,0,0,0,0
2124,34,1,1,0,0,0,1,1,0
2125,70,1,1,0,0,0,11,1,1
2126,52,1,1,0,0,0,2,1,0
2127,51,1,0,0,0,0,4,0,0
2128,45,0,0,0,0,0,15,1,1
2129,55,1,0,0,0,0,21,1,1
2130,49,0,1,0,0,0,1,1,0
2131,26,0,0,0,0,0,9,0,1
2132,47,0,1,0,0,0,0,1,0
2133,27,1,0,0,0,0,0,0,0
2134,25,1,1,2,0,0,5,0,1
2135,21,1,0,1,0,0,1,1,1
2136,37,1,0,0,0,1,26,1,1
2137,21,1,0,0,0,0,1,1,1
2138,21,1,0,0,0,0,0,1,0
2139,25,1,0,0,0,0,4,1,1
2140,27,0,0,0,0,0,3,1,1
2141,30,1,1,0,0,0,3,1,1
2142,70,1,1,0,0,0,0,0,0
2143,37,1,1,0,0,0,11,1,1
2144,46,1,0,0,0,0,5,1,1
2145,40,1,0,0,0,0,4,0,1
2146,20,1,0,0,1,0,1,1,1
2147,43,1,0,0,0,0,18,1,1
2148,38,1,0,0,0,0,15,1,0
2149,29,1,0,0,0,0,0,1,0
2150,37,1,0,0,0,0,8,0,1
2151,38,1,0,0,0,0,3,1,0
2152,27,0,1,0,0,0,0,1,0
2153,20,0,0,0,0,0,0,0,1
2154,44,1,0,0,0,0,0,0,0
2155,31,1,1,0,0,0,6,0,0
2156,29,1,0,0,0,0,3,1,1
2157,48,1,1,0,0,0,13,1,1
2158,30,0,0,0,0,0,0,0,0
2159,25,0,1,0,0,0,2,1,1
2160,40,1,0,0,0,0,3,1,0
2161,49,0,1,0,0,0,3,1,0
2162,33,1,1,0,0,0,1,0,0
2163,26,1,1,0,0,0,5,1,1
2164,31,1,0,1,0,0,1,0,0
2165,61,1,1,0,0,0,1,0,0
2166,30,1,1,0,0,0,2,1,0
2167,62,1,1,0,0,0,0,0,0
2168,27,0,1,0,0,0,4,0,1
2169,48,1,1,0,0,0,9,1,0
2170,40,0,1,0,0,0,0,1,0
2171,24,1,1,0,0,0,0,1,0
2172,22,1,0,0,0,0,0,1,1
2173,30,1,0,0,0,0,4,0,1
2174,63,1,1,0,0,0,0,0,0
2175,46,1,0,0,0,0,0,0,0
2176,33,1,0,0,0,0,4,1,0
2177,21,0,0,0,1,0,1,1,1
2178,43,1,1,0,0,0,0,0,1
2179,26,1,0,0,0,0,3,1,1
2180,51,1,0,0,0,0,1,1,0
2181,39,1,1,0,0,0,3,1,1
2182,30,0,0,0,0,0,0,0,1
2183,32,1,0,0,0,0,14,1,1
2184,22,1,0,0,0,0,0,0,0
2185,59,1,1,0,0,0,0,1,0
2186,38,1,0,5,0,0,37,0,1
2187,23,1,0,0,0,0,2,1,0
2188,42,1,0,0,0,0,0,0,1
2189,20,1,0,0,1,0,1,1,1
2190,38,1,0,0,0,0,2,1,1
2191,34,0,1,0,0,0,2,1,0
2192,36,0,0,0,0,0,7,1,1
2193,35,1,1,0,0,0,7,1,1
2194,36,1,0,0,0,0,0,0,1
2195,31,1,0,0,0,0,1,1,0
2196,28,0,0,0,0,0,3,1,1
2197,28,1,0,0,0,0,1,1,1
2198,60,1,1,0,0,0,3,1,0
2199,43,1,0,0,0,0,0,1,0
2200,40,1,0,0,0,0,1,1,0
2201,31,1,0,2,0,0,15,1,1
2202,54,1,0,0,0,0,6,1,1
2203,26,1,0,0,0,0,1,1,0
2204,24,1,0,0,0,0,17,1,1
2205,41,1,0,0,0,0,0,1,1
2206,21,1,0,0,0,1,1,1,1
2207,29,0,0,0,0,0,1,1,1
2208,22,1,0,0,0,1,0,1,0
2209,52,1,0,0,0,0,9,1,1
2210,40,0,0,0,0,0,0,1,0
2211,37,0,1,0,0,0,0,1,0
2212,21,1,0,0,0,0,1,1,0
2213,45,0,0,0,0,0,1,1,0
2214,29,1,0,0,0,0,1,0,1
2215,46,1,0,0,0,0,10,1,1
2216,21,1,1,1,0,2,1,1,0
2217,50,1,0,0,1,0,7,0,0
2218,35,1,1,0,0,0,6,1,1
2219,52,1,0,0,0,0,1,0,1
2220,48,1,1,0,0,0,0,0,0
2221,29,0,0,0,0,3,9,0,1
2222,48,1,1,0,0,0,0,0,0
2223,31,1,0,0,0,0,10,1,1
2224,21,1,1,0,0,0,3,1,1
2225,32,1,0,0,0,0,0,1,1
2226,47,1,0,0,0,0,0,0,0
2227,62,1,0,0,0,0,1,0,0
2228,21,1,0,2,1,2,3,1,1
2229,35,1,0,0,3,0,13,1,0
2230,46,1,0,0,0,0,3,0,1
2231,34,1,0,0,0,0,5,1,1
2232,52,1,0,0,0,0,2,1,0
2233,39,0,0,1,0,0,7,1,0
2234,21,1,1,0,0,0,0,0,1
2235,53,1,1,0,0,0,1,0,0
2236,19,0,1,0,0,0,0,1,1
2237,22,1,0,0,0,0,0,0,0
2238,45,1,0,0,0,0,1,1,0
2239,27,0,1,0,0,0,0,1,0
2240,25,1,1,0,0,0,0,0,0
2241,30,1,1,0,0,0,0,1,1
2242,31,1,0,0,0,0,2,1,1
2243,28,1,1,0,0,0,3,1,0
2244,36,1,0,0,0,0,3,0,1
2245,27,1,0,0,0,0,7,1,1
2246,42,1,0,0,0,0,1,1,0
2247,35,1,1,0,0,0,0,1,1
2248,33,0,1,0,0,0,2,1,0
2249,24,1,0,0,1,0,6,1,1
2250,25,1,0,1,0,0,21,1,1
2251,42,0,1,0,0,0,0,0,0
2252,21,1,0,0,0,0,0,1,1
2253,28,0,0,0,0,0,0,0,0
2254,27,1,0,0,0,0,25,1,1
2255,21,0,1,0,0,0,0,1,0
2256,26,1,1,0,0,0,0,0,1
2257,36,1,1,0,0,0,0,1,0
2258,23,1,0,0,0,0,1,0,1
2259,49,1,1,0,0,0,0,1,1
2260,29,1,0,0,0,0,11,1,1
2261,44,1,1,0,0,0,0,1,1
2262,28,1,1,0,0,0,1,0,0
2263,27,1,0,0,0,0,2,0,1
2264,35,0,0,0,0,0,12,1,1
2265,36,1,0,0,0,0,19,0,1
2266,46,1,1,0,0,0,2,0,0
2267,34,1,0,0,0,0,3,1,0
2268,45,1,0,0,0,0,15,1,1
2269,28,1,0,0,0,0,9,1,1
2270,25,0,0,0,0,0,1,1,0
2271,21,1,0,1,0,0,1,0,0
2272,48,1,0,0,0,0,1,1,0
2273,37,1,1,0,0,0,1,0,0
2274,24,1,0,0,0,0,3,1,1
2275,37,1,1,0,0,0,1,0,1
2276,39,1,1,0,0,0,1,1,0
2277,24,1,1,0,0,1,1,1,1
2278,49,1,0,0,0,0,2,1,0
2279,35,1,0,0,0,0,3,1,1
2280,23,1,0,0,0,0,1,1,1
2281,36,1,1,0,0,0,4,1,1
2282,43,1,1,0,0,0,5,1,0
2283,28,1,0,0,0,0,6,0,1
2284,21,0,0,0,1,0,4,1,1
2285,53,1,0,0,0,0,1,0,0
2286,27,0,0,0,0,0,2,0,1
2287,39,1,1,0,0,0,0,0,0
2288,47,1,0,0,0,0,22,1,1
2289,28,1,0,0,0,0,4,1,1
2290,49,1,1,0,0,0,7,1,0
2291,36,1,1,0,0,0,2,1,0
2292,24,0,0,0,0,0,1,1,0
2293,35,1,0,0,0,0,0,0,0
2294,23,1,0,0,0,0,3,1,0
2295,26,1,0,0,0,0,2,1,0
2296,31,1,0,0,0,0,7,1,1
2297,30,0,0,3,0,2,14,1,1
2298,25,1,1,0,0,0,2,0,0
2299,24,1,0,0,0,0,6,1,1
2300,34,1,0,0,0,0,1,1,1
2301,26,1,0,0,0,0,2,0,0
2302,26,1,0,0,0,0,7,0,0
2303,60,1,0,0,0,0,0,1,0
2304,20,0,0,0,0,0,0,1,0
2305,36,1,1,0,1,0,10,0,1
2306,23,1,1,0,0,0,0,1,0
2307,26,1,0,0,0,0,5,1,1
2308,40,1,1,0,0,0,4,0,0
2309,28,1,0,0,0,0,1,1,1
2310,49,1,0,0,0,0,1,1,1
2311,46,1,0,0,0,0,8,1,1
2312,19,1,0,1,0,0,1,1,1
2313,53,1,1,0,0,0,1,1,0
2314,56,1,1,0,0,0,5,1,0
2315,24,0,0,0,0,0,0,1,0
2316,31,1,0,0,0,0,0,1,0
2317,33,0,1,0,0,0,2,1,0
2318,26,1,1,3,0,0,8,1,1
2319,56,1,1,0,0,0,1,0,0
2320,32,1,1,0,0,0,2,1,0
2321,25,1,1,0,0,0,0,1,1
2322,21,1,0,0,0,0,1,1,0
2323,38,1,0,0,0,0,3,1,0
2324,23,1,1,0,0,0,0,1,0
2325,67,1,0,0,0,0,4,0,0
2326,20,1,1,0,0,1,0,1,1
2327,39,0,1,0,0,0,4,1,1
2328,24,1,0,0,0,0,1,1,1
2329,23,1,0,0,0,0,0,1,0
2330,49,1,0,0,0,0,3,1,0
2331,31,1,0,0,0,0,7,1,1
2332,20,1,0,0,0,0,1,1,1
2333,28,1,1,0,0,0,0,0,0
2334,67,1,1,0,0,0,3,1,0
2335,33,1,0,0,0,0,0,1,0
2336,20,1,0,0,1,0,1,1,1
2337,40,1,1,0,0,0,4,1,0
2338,52,1,0,0,0,0,0,1,0
2339,45,1,0,0,0,0,17,1,1
2340,27,1,0,0,0,1,8,1,1
2341,22,1,1,0,0,0,1,1,0
2342,36,1,1,0,0,0,9,1,0
2343,40,1,1,0,0,0,0,0,1
2344,30,1,1,0,0,0,1,0,1
2345,42,1,0,0,0,0,1,1,0
2346,24,1,0,0,0,1,2,1,1
2347,46,1,1,0,0,0,4,1,0
2348,38,1,0,0,0,0,4,1,0
2349,39,1,0,0,0,0,2,1,1
2350,32,0,0,0,0,0,0,0,1
2351,26,1,1,0,0,0,0,0,0
2352,54,1,1,0,0,0,1,0,1
2353,27,1,0,0,0,0,2,1,0
2354,61,1,1,0,0,0,1,1,0
2355,51,1,0,0,0,0,1,0,1
2356,57,1,1,0,0,0,0,1,0
2357,24,1,1,0,0,3,3,0,1
2358,34,1,0,0,0,0,1,1,0
2359,27,1,0,0,0,0,1,1,0
2360,28,0,0,0,0,0,10,0,1
2361,35,1,0,0,0,0,10,0,1
2362,30,1,0,0,0,0,6,1,1
2363,53,1,0,0,0,0,1,1,0
2364,44,1,0,0,0,0,0,1,0
2365,57,1,1,0,0,0,3,0,1
2366,61,1,1,0,0,0,10,1,0
2367,26,1,0,0,0,0,1,1,1
2368,48,1,0,0,1,0,10,1,1
2369,42,1,0,0,0,0,4,0,0
2370,38,1,1,0,0,0,10,1,1
2371,39,1,0,0,0,0,4,1,0
2372,53,0,1,0,0,0,0,0,0
2373,26,1,0,0,0,0,3,0,0
2374,22,1,0,0,0,0,1,1,1
2375,50,1,1,0,0,0,0,1,0
2376,44,1,1,0,3,0,16,0,0
2377,24,1,0,1,0,3,4,1,1
2378,21,1,0,0,0,0,0,1,1
2379,50,1,1,0,0,0,0,1,0
2380,36,0,1,0,0,0,0,0,0
2381,39,1,1,0,0,0,0,1,0
2382,24,0,0,0,0,0,2,1,0
2383,54,0,0,0,0,0,7,1,0
2384,29,1,0,0,0,0,0,0,0
2385,26,1,1,0,0,0,0,0,0
2386,41,1,0,0,0,0,3,1,1
2387,23,1,0,0,0,0,1,1,1
2388,34,1,1,0,0,0,0,0,0
2389,31,1,1,0,0,0,11,1,1
2390,20,1,0,0,0,0,0,1,0
2391,49,1,0,0,0,0,10,1,1
2392,26,1,0,0,0,0,4,1,1
2393,28,1,0,0,0,0,1,1,1
2394,26,1,0,0,0,0,0,1,0
2395,55,1,0,0,0,0,1,1,0
2396,22,1,0,0,0,0,0,0,0
2397,26,0,0,0,0,0,0,0,0
2398,56,1,0,0,0,0,0,0,0
2399,66,1,1,0,0,0,1,1,0
2400,46,1,0,0,0,0,2,1,0
2401,58,1,0,0,0,0,16,1,1
2402,28,1,0,0,0,0,4,1,0
2403,33,1,0,0,0,0,8,1,0
2404,31,0,0,0,0,0,0,0,0
2405,26,1,0,0,0,0,1,0,0
2406,35,1,0,0,0,0,4,0,0
2407,41,0,1,0,0,0,12,1,1
2408,34,1,1,0,0,0,0,0,0
2409,33,1,0,0,0,0,0,1,0
2410,32,0,0,0,0,0,0,1,0
2411,37,1,0,0,0,0,9,1,1
2412,50,1,0,0,0,0,1,1,0
2413,35,1,1,0,0,0,1,1,0
2414,47,0,1,0,0,0,0,0,1
2415,52,0,0,0,0,0,8,1,0
2416,26,1,0,1,0,2,5,1,1
2417,36,1,0,0,0,0,1,0,1
2418,45,1,0,0,0,0,13,1,1
2419,19,1,0,0,0,0,0,0,1
2420,41,1,0,0,0,0,8,1,1
2421,24,1,0,0,0,0,0,0,0
2422,21,1,0,1,0,0,1,1,0
2423,54,1,1,0,0,0,0,0,0
2424,49,1,1,0,0,0,0,1,0
2425,42,1,1,0,0,0,1,1,0
2426,21,1,0,0,0,0,1,1,1
2427,61,1,0,0,0,0,30,1,0
2428,46,1,1,0,0,0,5,1,1
2429,74,1,1,0,0,0,0,0,0
2430,38,0,0,0,0,0,0,1,0
2431,75,1,1,0,0,0,2,0,0
2432,39,0,0,0,0,0,1,1,0
2433,38,0,0,0,0,0,0,1,0
2434,19,1,0,0,1,1,1,1,1
2435,28,1,1,0,0,0,0,1,1
2436,53,1,0,0,0,0,2,1,0
2437,25,1,0,0,0,0,1,1,1
2438,53,1,1,0,0,0,1,0,0
2439,53,1,0,0,0,0,4,1,0
2440,23,1,0,1,0,0,2,1,0
2441,55,1,1,0,0,0,33,1,1
2442,64,0,1,0,0,0,1,1,0
2443,23,1,0,0,0,0,1,0,1
2444,38,1,0,0,0,0,1,0,0
2445,23,1,0,0,0,2,4,1,1
2446,41,0,0,0,0,0,0,1,0
2447,53,1,0,0,0,0,0,0,0
2448,34,1,0,0,0,0,0,1,0
2449,24,1,0,0,0,0,0,1,1
2450,26,1,0,0,0,0,1,0,0
2451,44,1,1,0,0,0,4,1,0
2452,27,0,1,0,0,0,0,1,0
2453,28,1,1,0,0,0,14,1,0
2454,55,1,1,0,0,0,1,0,0
2455,22,0,0,0,0,0,2,1,0
2456,36,1,0,0,0,0,15,1,0
2457,29,1,0,0,0,0,6,1,1
2458,23,1,0,0,0,0,1,1,0
2459,56,1,0,0,0,0,1,0,0
2460,27,1,1,0,0,0,2,1,1
2461,37,1,1,0,0,0,1,0,0
2462,32,1,0,0,0,0,1,1,1
2463,41,1,0,0,2,0,18,0,1
2464,22,1,0,0,0,0,1,1,1
2465,37,1,1,0,0,0,1,1,1
2466,45,1,0,0,0,0,3,0,0
2467,31,0,0,0,0,0,14,1,0
2468,42,1,0,0,0,0,7,1,1
2469,26,1,0,2,0,2,20,1,1
2470,33,1,1,0,0,0,0,1,1
2471,22,1,1,0,0,0,0,0,1
2472,32,1,1,0,0,0,2,1,1
2473,36,0,0,0,0,0,1,0,0
2474,54,1,1,0,0,0,0,0,0
2475,25,1,0,1,0,2,5,1,1
2476,24,1,1,0,0,0,3,1,1
2477,23,1,0,0,0,0,0,0,0
2478,61,1,1,0,0,0,0,0,0
2479,42,0,1,0,0,0,0,0,0
2480,28,1,1,0,0,0,1,0,1
2481,27,1,0,0,0,0,1,0,0
2482,24,1,1,0,0,0,2,0,0
2483,33,1,0,0,0,0,14,1,0
2484,32,1,0,0,0,0,16,1,1
2485,38,1,1,0,0,0,0,1,0
2486,21,1,1,1,0,1,1,0,0
2487,27,1,0,0,0,0,1,1,1
2488,39,1,1,0,0,0,0,1,0
2489,29,1,1,0,0,0,0,1,0
2490,29,1,1,0,0,0,1,1,0
2491,65,1,1,0,0,0,6,1,0
2492,36,1,1,0,0,0,1,1,1
2493,46,1,0,0,0,0,0,1,1
2494,44,1,0,0,1,0,7,1,0
2495,27,1,0,0,0,0,0,0,0
2496,27,1,0,0,0,0,8,1,1
2497,61,1,1,0,0,0,0,0,0
