,sex,LSAT,UGPA,ZFYA,first_pf,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White
2968,0.0,0.22539416624185749,1.3844756149246003,-1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2969,0.0,0.5926001979099309,0.6601388746205966,0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2970,0.0,1.1434092454120413,1.1430300348232665,1.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2971,1.0,0.7762032137439676,1.3844756149246003,-0.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2972,1.0,0.7762032137439676,1.1430300348232665,0.49,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,0.0,1.5106152770801147,0.6601388746205966,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2974,0.0,0.9598062295780043,0.4186932945192616,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2975,0.0,0.5926001979099309,-1.9957625064940854,-0.81,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2976,0.0,2.061424324582225,0.9015844547219315,2.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2977,0.0,1.1434092454120413,0.6601388746205966,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2978,0.0,1.877821308748188,0.4186932945192616,-0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2979,0.0,0.9598062295780043,1.3844756149246003,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2980,0.0,1.6942182929141514,-0.5470890258860769,-1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2981,0.0,1.327012261246078,0.6601388746205966,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2982,0.0,2.061424324582225,0.6601388746205966,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2983,0.0,0.7762032137439676,1.1430300348232665,-0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2984,1.0,2.061424324582225,1.3844756149246003,-0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2985,0.0,1.5106152770801147,1.1430300348232665,1.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2986,0.0,1.327012261246078,0.9015844547219315,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2987,0.0,-0.8762239287623629,-0.0641978656834071,-0.53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2988,0.0,1.877821308748188,0.6601388746205966,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2989,0.0,1.327012261246078,-0.0641978656834071,-0.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2990,0.0,1.6942182929141514,0.9015844547219315,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2991,1.0,2.061424324582225,1.1430300348232665,1.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2992,0.0,1.1434092454120413,0.9015844547219315,0.45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2993,1.0,0.5926001979099309,0.9015844547219315,1.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2994,1.0,0.7762032137439676,0.9015844547219315,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2995,0.0,2.061424324582225,0.9015844547219315,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2996,0.0,0.22539416624185749,1.86736677512727,1.14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,1.0,0.9598062295780043,1.6259211950259351,-1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2998,0.0,0.5926001979099309,0.6601388746205966,-0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2999,0.0,0.7762032137439676,1.1430300348232665,-0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3001,0.0,1.5106152770801147,0.6601388746205966,-0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3002,0.0,0.9598062295780043,1.1430300348232665,-1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3003,0.0,1.1434092454120413,0.9015844547219315,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3004,1.0,1.5106152770801147,0.6601388746205966,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3005,0.0,1.327012261246078,1.1430300348232665,-0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3006,1.0,1.6942182929141514,1.6259211950259351,-1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3007,0.0,1.5106152770801147,0.6601388746205966,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3008,0.0,2.061424324582225,1.3844756149246003,1.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3009,0.0,1.6942182929141514,0.4186932945192616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3010,0.0,0.7762032137439676,0.4186932945192616,-0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3011,1.0,1.877821308748188,0.17724771441792675,0.23,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3012,0.0,1.327012261246078,0.6601388746205966,-0.13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3013,1.0,0.7762032137439676,1.1430300348232665,-0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3014,0.0,0.9598062295780043,1.86736677512727,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3016,0.0,1.877821308748188,0.6601388746205966,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3017,1.0,0.9598062295780043,0.6601388746205966,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3018,0.0,0.5926001979099309,0.17724771441792675,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3019,1.0,0.31719567415887584,1.3844756149246003,-0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3020,1.0,0.9598062295780043,1.1430300348232665,-0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3021,1.0,0.9598062295780043,0.6601388746205966,-1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3022,0.0,0.9598062295780043,1.1430300348232665,-2.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3023,0.0,1.5106152770801147,1.6259211950259351,-0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3024,1.0,0.5926001979099309,0.4186932945192616,-0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3025,0.0,0.7762032137439676,0.6601388746205966,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3027,0.0,0.5926001979099309,1.3844756149246003,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3028,0.0,1.5106152770801147,1.6259211950259351,-0.44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,0.0,1.877821308748188,1.1430300348232665,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3030,0.0,1.5106152770801147,0.9015844547219315,1.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3031,0.0,0.7762032137439676,0.9015844547219315,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3032,0.0,1.327012261246078,1.1430300348232665,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3033,0.0,1.5106152770801147,1.1430300348232665,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3034,0.0,-0.7844224208453445,1.1430300348232665,-1.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3035,0.0,2.061424324582225,-0.0641978656834071,0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3036,0.0,0.22539416624185749,1.6259211950259351,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3037,0.0,1.6942182929141514,0.4186932945192616,-0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3038,0.0,0.7762032137439676,0.4186932945192616,-1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3039,0.0,1.6942182929141514,1.1430300348232665,-0.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3040,0.0,1.327012261246078,1.6259211950259351,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3042,1.0,1.6942182929141514,0.6601388746205966,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3043,1.0,1.327012261246078,1.86736677512727,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3044,1.0,1.5106152770801147,1.6259211950259351,-0.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3045,0.0,0.9598062295780043,0.4186932945192616,1.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3046,0.0,2.061424324582225,1.6259211950259351,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3047,0.0,0.22539416624185749,1.1430300348232665,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3048,0.0,0.5926001979099309,-0.7885346059874118,-1.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3049,0.0,-0.5090178970942896,-0.7885346059874118,-1.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3050,0.0,-0.013289754342389737,0.9015844547219315,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3051,1.0,1.6942182929141514,0.4186932945192616,-0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3052,1.0,0.9598062295780043,0.9015844547219315,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3053,0.0,1.0516077374950228,-0.5470890258860769,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3054,1.0,1.327012261246078,0.6601388746205966,-0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3055,0.0,0.5926001979099309,0.4186932945192616,-0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3056,0.0,1.1434092454120413,0.6601388746205966,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3057,0.0,0.9598062295780043,1.1430300348232665,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3058,0.0,0.5926001979099309,0.9015844547219315,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3059,0.0,2.061424324582225,0.6601388746205966,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3060,1.0,1.5106152770801147,1.6259211950259351,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3061,1.0,0.4089971820758942,1.1430300348232665,-0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3062,0.0,1.877821308748188,1.1430300348232665,-0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3063,1.0,1.1434092454120413,1.3844756149246003,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3064,0.0,1.5106152770801147,0.9015844547219315,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3065,0.0,1.5106152770801147,0.9015844547219315,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3066,1.0,0.4089971820758942,-0.7885346059874118,-0.87,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3067,0.0,0.7762032137439676,0.6601388746205966,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3068,1.0,0.7762032137439676,0.9015844547219315,-0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3069,0.0,1.5106152770801147,-0.305643445784742,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3071,0.0,-0.8762239287623629,-0.7885346059874118,-0.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3072,0.0,0.22539416624185749,0.6601388746205966,-0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3073,1.0,-0.5090178970942896,0.9015844547219315,-0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3074,1.0,0.4089971820758942,0.9015844547219315,-1.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3076,0.0,0.5007986899929125,-0.305643445784742,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3077,0.0,0.22539416624185749,-0.7885346059874118,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3078,1.0,0.5926001979099309,-1.5128713462914154,1.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3079,0.0,0.5926001979099309,-0.7885346059874118,0.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3080,0.0,0.22539416624185749,-1.7543169263927503,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3081,0.0,-1.0598269445963997,1.1430300348232665,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3082,0.0,-1.6106359920985098,-1.7543169263927503,-1.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,0.0,-0.141811865426216,-0.5470890258860769,-0.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3084,1.0,0.04179115040782076,0.9015844547219315,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3085,1.0,-0.8211430240121524,-0.305643445784742,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3086,1.0,-0.41721638917727105,-0.305643445784742,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3087,0.0,0.13359265832483913,0.4186932945192616,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3089,1.0,-2.16144503960062,-0.305643445784742,-0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3090,0.0,0.4089971820758942,-2.2372080865954205,-0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3091,0.0,-0.3254148812602527,-1.7543169263927503,-0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3092,0.0,0.5926001979099309,-1.7543169263927503,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3093,1.0,-0.3254148812602527,-1.7543169263927503,-0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3094,0.0,0.4089971820758942,-0.7885346059874118,2.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3095,1.0,-0.141811865426216,0.6601388746205966,0.24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3096,1.0,-1.151628452513418,-0.305643445784742,-1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3098,0.0,-0.6008194050113078,-0.0641978656834071,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3099,0.0,0.22539416624185749,-0.0641978656834071,1.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3100,0.0,0.04179115040782076,0.4186932945192616,1.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3101,0.0,-0.6926209129283262,0.9015844547219315,2.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3103,1.0,0.9598062295780043,0.4186932945192616,-0.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3104,1.0,-0.3254148812602527,1.3844756149246003,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3105,1.0,0.4089971820758942,-0.305643445784742,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3106,1.0,-1.6106359920985098,-1.7543169263927503,-1.26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3108,1.0,-0.050010357509197606,-0.5470890258860769,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3109,0.0,0.4089971820758942,-1.2714257661900805,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3111,0.0,0.4089971820758942,-1.9957625064940854,-0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3113,0.0,0.7762032137439676,0.4186932945192616,-0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3114,0.0,0.5926001979099309,-1.0299801860887468,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3115,0.0,-1.0598269445963997,0.17724771441792675,0.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3116,1.0,-1.0598269445963997,-0.0641978656834071,-1.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3117,0.0,0.22539416624185749,0.4186932945192616,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3118,0.0,0.7762032137439676,1.6259211950259351,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3120,1.0,0.7762032137439676,-0.305643445784742,0.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3121,1.0,-0.3254148812602527,0.9015844547219315,0.03,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3122,1.0,0.5926001979099309,0.9015844547219315,-0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3123,0.0,-0.3254148812602527,-0.305643445784742,-0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3124,1.0,-1.0598269445963997,-0.305643445784742,-1.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3125,0.0,0.04179115040782076,-0.0641978656834071,-0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3126,0.0,0.04179115040782076,-0.7885346059874118,-0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3127,1.0,0.9598062295780043,-0.5470890258860769,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3128,0.0,0.22539416624185749,-0.7885346059874118,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3129,1.0,0.04179115040782076,0.17724771441792675,-0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3130,1.0,0.22539416624185749,-0.7885346059874118,-0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3131,0.0,0.4089971820758942,-0.7885346059874118,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3132,1.0,-1.2434299604304364,-0.7885346059874118,-0.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3133,1.0,-0.6008194050113078,-0.305643445784742,0.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3134,0.0,0.04179115040782076,-0.305643445784742,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3135,0.0,0.04179115040782076,-0.0641978656834071,-0.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3137,1.0,-0.141811865426216,-0.7885346059874118,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3139,0.0,0.7762032137439676,1.3844756149246003,-0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3140,1.0,-1.1149078493466107,-1.2714257661900805,-0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3141,1.0,-0.3254148812602527,0.4186932945192616,-0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3142,0.0,-2.6204525791857116,-2.4786536666967542,-0.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,1.0,0.9598062295780043,1.1430300348232665,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3145,0.0,1.5106152770801147,0.6601388746205966,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3146,0.0,0.4089971820758942,-1.9957625064940854,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3147,0.0,-0.41721638917727105,-0.7885346059874118,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3148,1.0,-0.3254148812602527,-0.0641978656834071,-1.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3149,1.0,0.22539416624185749,0.17724771441792675,-0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3150,0.0,0.5926001979099309,-0.7885346059874118,-0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3151,0.0,0.04179115040782076,-0.5470890258860769,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3152,0.0,-0.141811865426216,1.3844756149246003,-0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3153,1.0,0.04179115040782076,0.17724771441792675,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3154,0.0,1.5106152770801147,-0.7885346059874118,0.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3155,0.0,0.7762032137439676,-0.305643445784742,1.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3158,0.0,0.7762032137439676,-0.305643445784742,-0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3159,1.0,-1.3352314683474547,0.4186932945192616,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3161,1.0,0.22539416624185749,1.1430300348232665,-0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3162,1.0,-0.5090178970942896,-1.2714257661900805,0.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3164,0.0,0.4089971820758942,0.6601388746205966,2.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3165,1.0,-0.23361337334323432,-0.0641978656834071,-0.62,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,1.0,-1.1149078493466107,0.9015844547219315,-0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3167,1.0,-0.3254148812602527,-0.0641978656834071,0.26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3168,1.0,-0.3254148812602527,1.3844756149246003,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3169,1.0,0.5926001979099309,-0.305643445784742,-1.36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3170,0.0,-0.8762239287623629,-1.0299801860887468,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3171,0.0,0.5926001979099309,-0.7885346059874118,1.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3172,1.0,-0.3254148812602527,0.4186932945192616,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3173,1.0,0.04179115040782076,0.9015844547219315,1.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3174,0.0,0.7762032137439676,-0.0641978656834071,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3175,1.0,-1.7942390079325465,0.6601388746205966,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3176,0.0,0.9598062295780043,-1.9957625064940854,1.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3177,1.0,0.04179115040782076,-1.0299801860887468,-0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3178,1.0,0.04179115040782076,1.3844756149246003,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3180,1.0,-0.050010357509197606,0.17724771441792675,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3181,0.0,0.04179115040782076,0.6601388746205966,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3182,0.0,0.22539416624185749,-1.2714257661900805,-0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3184,0.0,0.31719567415887584,-0.5470890258860769,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3185,1.0,0.13359265832483913,-1.2714257661900805,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3186,1.0,0.5926001979099309,-1.5128713462914154,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3187,1.0,-0.6926209129283262,0.9015844547219315,-0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3190,1.0,-0.8762239287623629,1.6259211950259351,0.77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,1.0,-0.8211430240121524,0.17724771441792675,1.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3192,0.0,0.22539416624185749,-1.0299801860887468,-0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3193,1.0,0.13359265832483913,1.1430300348232665,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3194,0.0,0.4089971820758942,0.9015844547219315,1.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3196,0.0,0.4089971820758942,-0.5470890258860769,-0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3198,1.0,0.04179115040782076,0.4186932945192616,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3199,0.0,0.9598062295780043,-0.305643445784742,1.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3200,0.0,0.22539416624185749,-0.7885346059874118,-0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3202,0.0,-2.16144503960062,0.4186932945192616,-1.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,0.0,0.22539416624185749,-1.0299801860887468,-1.26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3205,0.0,-0.8762239287623629,-0.0641978656834071,-0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3206,0.0,0.5926001979099309,-1.5128713462914154,-0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
